level	word	german	english	freq_rank
B1	der Speisewagen, - (1)	Wo ist der Speisewagen?	Where is the dining car?	31931
B1	Spezial-(1)	Ich brauche eine Spezialpflege für trockenes Haar.	I need a special treatment for dry hair.	10000000
B1	der Spezialist, -en (1)	Mein Arzt hat mich zur Spezialistin geschickt.	My doctor referred me to the specialist.	13436
B1	die Spezialistin, -nen (1)	Mein Arzt hat mich zur Spezialistin geschickt.	My doctor referred me to the specialist.	42148
B1	speziell(1)	Ich suche einen ganz speziellen Ring für meine Freundin.	I’m looking for a very special ring for my girlfriend.	6819
B1	der Spiegel, - (1)	Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?	I would like to see how my dress fits. Do you have a mirror?	2502
B1	der Spieler, - (1)	Für dieses Spiel braucht man zwei bis vier Spieler.	This game requires two to four players.	3293
B1	die Spielerin, -nen (1)	Beim Fußball gibt es elf Spieler.	In football, there are eleven players.	41420
B1	der Spielplatz, ¨-e (1)	Die Kinder sind auf dem Spielplatz.	The children are on the playground.	11831
B1	das Spielzeug, -e (1)	Zu Weihnachten wünschen sich die Kinder vor allem Spielzeug.	For Christmas, the children mainly wish for toys.	4011
B1	spitz(1)	Der Bleistift ist nicht spitz.	The pencil is not sharp.	12542
B1	die Sportart, -en(1)	Welche Sportart findest du am besten?	Which sport do you like best?	32818
B1	der Sportler, - (1)	Sie ist eine gute Sportlerin.	She is a good athlete.	11369
B1	die Sportlerin, -nen (1)	Sie ist eine gute Sportlerin.	She is a good athlete.	10000000
B1	die Fremdsprache, -n(1)	Ich spreche drei Fremdsprachen.	I speak three foreign languages.	20499
B1	die Muttersprache, -n(1)	Was ist Ihre Muttersprache?	What is your native language?	31914
B1	die Zweitsprache, -n(1)	Deutsch ist seine Zweitsprache.	German is his second language.	10000000
B1	springen, springt, sprang, ist gesprungen(1)	Wir waren im Schwimmbad. Mein Sohn ist immer wieder ins Wasser gesprungen.	We were at the swimming pool. My son kept jumping into the water.	2412
B1	springen, springt, sprang, ist gesprungen(2)	Wie weit bist du heute gesprungen? – 3,40 m.	How far did you jump today? – 3.40 m.	2412
B1	die Spritze, -n(1)	Ich habe heute vom Arzt eine Spritze gegen die Schmerzen bekommen.	I received an injection from the doctor today for the pain.	5484
B1	spülen, spült, spülte, hat gespült(1)	Hast du das Geschirr gespült?	Did you wash the dishes?	13167
B1	spülen, spült, spülte, hat gespült(2)	Spülen Sie bitte jetzt den Mund aus.	Please rinse your mouth now.	13167
B1	die Spur, -en(1)	Fahren Sie bitte auf der linken Spur, wenn Sie schneller fahren.	Please drive in the left lane if you are going faster.	1423
B1	spüren, spürt, spürte, hat gespürt(1)	Wo tut es weh? Spüren Sie das hier?	Where does it hurt? Do you feel this here?	2301
B1	das Stadion, Stadien(1)	Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.	I want to go to the stadium on Saturday. My team is playing there.	9558
B1	städtisch(1)	Ich gehe gern in die städtische Bibliothek.	I like going to the city library.	10000000
B1	stammen, stammt, stammte, hat gestammt(1)	Ich stamme aus einer kleinen Stadt an der Donau.	I come from a small town on the Danube.	4511
B1	ständig(1)	Ich habe schon ein paar Mal bei meiner Freundin angerufen. Es ist ständig besetzt.	I have called my friend a few times. It is constantly busy.	983
B1	der Standpunkt, -e(1)	Von seinem Standpunkt aus hat er recht.	From his point of view, he is right.	7074
B1	starten, startet, startete, ist gestartet(1)	Das Flugzeug ist pünktlich gestartet.	The plane started on time.	2640
B1	der Start, -s(1)	Bleiben Sie bitte während des Starts sitzen.	Please remain seated during takeoff.	3333
B1	die Station, -en(1)	Sie müssen an der nächsten Station aussteigen.	You have to get off at the next station.	2542
B1	die Station, -en(2)	Meine Nachbarin liegt auf Station III.	My neighbor is on ward III.	2542
B1	die Statistik, -en(1)	Die Statistik zeigt, dass jeder zweite ein Fahrrad besitzt.	The statistics show that every second person owns a bicycle.	16692
B1	statistisch(1)	Die statistischen Ergebnisse zeigen eine gute Entwicklung.	The statistical results show a good development.	21931
B1	statt(1)	Kann ich diese Woche statt Donnerstag am Freitag kommen?	Can I come on Friday instead of Thursday this week?	1380
B1	der Stau, -s(1)	Auf der A3 gibt es wegen eines Unfalls 5 km Stau.	There is a 5 km traffic jam on the A3 due to an accident.	11191
B1	der Stau, -s(2)	Wir standen eine Stunde im Stau.	We were stuck in traffic for an hour.	11191
B1	der Staub(1)	Ich habe überall Staub gewischt.	I dusted everywhere.	3264
B1	staubsaugen, staubsaugt, staubsaugte, hat gestaubsaugt(1)	Ich muss heute in meiner Wohnung noch staubsaugen.	I still need to vacuum in my apartment today.	41649
B1	stechen, sticht, stach, hat gestochen(1)	Stefan wird beim Zelten immer von den Mücken gestochen.	Stefan always gets bitten by mosquitoes while camping.	7263
B1	stecken, steckt, steckte, hat gesteckt(1)	Wo ist denn mein Pass? Ich hatte ihn doch in die Handtasche gesteckt.	Where is my passport? I put it in my handbag.	1284
B1	stecken, steckt, steckte, hat gesteckt(2)	Du kannst reingehen. Der Schlüssel steckt.	You can go in. The key is in the lock.	1284
B1	stecken, steckt, steckte, hat gesteckt(3)	Die Zeitung steckt im Briefkasten.	The newspaper is in the mailbox.	1284
B1	die Steckdose, -n(1)	Es gibt drei Steckdosen in diesem Zimmer.	There are three sockets in this room.	28129
B1	der Stecker, - (1)	Der Stecker passt nicht in diese Steckdose.	The plug doesn’t fit into this socket.	12177
B1	steil(1)	Die Straße zu unserem Haus ist sehr steil.	The road to our house is very steep.	17762
B1	der Stein, -e(1)	Die Kinder werfen Steine ins Wasser.	The children are throwing stones into the water.	1795
B1	der Stempel, - (1)	Der Poststempel trägt das Datum von letzter Woche. Das Paket war lange unterwegs.	The postmark is from last week. The package was on the way for a long time.	14250
B1	der Stern, -e(1)	Heute sieht man viele Sterne am Himmel.	Tonight, you can see many stars in the sky.	3187
B1	die Steuer, -n(1)	Wir müssen immer mehr Steuern zahlen.	We have to pay more and more taxes.	4051
B1	der Steward, -s(1)	Die Stewardess bringt das Mittagessen.	The stewardess is bringing the lunch.	21386
B1	die Stewardess, -en(1)	Die Stewardess bringt das Mittagessen.	The stewardess is bringing the lunch.	15644
B1	der Stil, -e(1)	Ihr Stil ist sehr elegant.	Her style is very elegant.	3129
B1	der Stil, -e(2)	Das Gebäude gefällt mir. Welcher Baustil ist das?	I like the building. What architectural style is it?	3129
B1	stilistisch(1)	Der Text ist stilistisch sehr schön.	The text is stylistically very beautiful.	10000000
B1	still(1)	Sei doch mal einen Moment still!	Please be quiet for a moment!	850
B1	still(2)	Maria kann nicht still sitzen.	Maria cannot sit still.	850
B1	stehen bleiben(1)	Bitte bleiben Sie stehen.	Please stay standing.	10000000
B1	stehen bleiben(2)	Meine Uhr ist stehen geblieben.	My watch has stopped.	10000000
B1	stehlen, stiehlt, stahl, hat gestohlen(1)	Gestern hat mir jemand im Zug meine Uhr gestohlen.	Yesterday someone stole my watch on the train.	1937
B1	steigen, steigt, stieg, ist gestiegen(1)	Die Preise für Milch und Gemüse sind schon wieder gestiegen.	The prices for milk and vegetables have gone up again.	1854
B1	steigen, steigt, stieg, ist gestiegen(2)	Gegen Abend ist das Fieber wieder gestiegen.	In the evening, the fever went up again.	1854
B1	die Stiege, -n (A) → D, CH: Treppe (1)	Wo ist die Toilette? – Die Stiege hoch und dann links.	Where is the toilet? – Up the stairs and then left.	10000000
B1	die Stiege, -n (A) → D, CH: Treppe (2)	Meine Oma kann nicht gut Stiegen steigen.	My grandma can’t climb stairs well.	10000000
B1	das Stiegenhaus, ¨-er (A) → D, CH: Treppenhaus (1)	Im Stiegenhaus ist kein Licht.	There is no light in the stairwell.	10000000
B1	die Stimme, -n(1)	Ich habe dich sofort an der Stimme erkannt.	I recognized you immediately by your voice.	848
B1	stimmen, stimmt, stimmte, hat gestimmt(1)	Meine Adresse stimmt nicht mehr.	My address is no longer correct.	1488
B1	stimmen, stimmt, stimmte, hat gestimmt(2)	Das Wetter in Deutschland könnte besser sein. – Das stimmt.	The weather in Germany could be better. – That’s true.	1488
B1	die Stimmung, -en(1)	Es war eine tolle Party. Die Stimmung war sehr gut.	It was a great party. The atmosphere was very good.	2913
B1	stinken, stinkt, stank, hat gestunken(1)	Was stinkt denn hier so? – Das ist der Fisch. Er ist nicht mehr frisch.	What smells here? – It’s the fish. It’s not fresh anymore.	10102
B1	der Stock → D, CH: Etage(1)	Das Büro ist im 3. Stock, Zimmer 305.	The office is on the 3rd floor, Room 305.	10000000
B1	der Stoff, -e(1)	Was für ein Stoff ist das? – Wolle.	What kind of fabric is this? – Wool.	2733
B1	der Stoff, -e(2)	In manchen Farben sind giftige Stoffe.	Some colors contain toxic substances.	2733
B1	stolz(1)	Ich bin stolz auf dich. Das hast du sehr gut gemacht.	I am proud of you. You did very well.	827
B1	stoppen, stoppt, stoppte, hat gestoppt(1)	Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gefahren bin.	The police stopped me because I ran a red light.	2314
B1	die Störung, -en(1)	Entschuldigen Sie bitte die Störung.	Please excuse the interruption.	3200
B1	(sich) stoßen, stößt, stieß, hat gestoßen(1)	Wie haben Sie sich denn verletzt? – Ich habe mich an der Autotür gestoßen.	How did you get injured? – I bumped into the car door.	4834
B1	die Strafe, -n(1)	Schwarzfahren kostet 60 Euro Strafe.	Riding without a ticket costs a 60 euro fine.	2519
B1	strafbar(1)	Was du da machst, ist strafbar.	What you’re doing is punishable by law.	16607
B1	der Strafzettel, - (1)	So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.	What bad luck! I parked incorrectly once and immediately received a parking ticket.	8475
B1	die Strecke, -n(1)	Sind Sie die ganze Strecke zu Fuß gegangen?	Did you walk the whole distance?	4063
B1	die Strecke, -n(2)	Auf der Strecke München – Salzburg: 8 km Stau.	On the route from Munich to Salzburg: 8 km traffic jam.	4063
B1	die Strecke, -n(3)	Ich möchte nach Hamburg fahren. Können Sie mir sagen, welche Strecke am besten ist?	I want to go to Hamburg. Can you tell me which route is the best?	4063
B1	das Streichholz, ¨-er → Zündholz; A: Zünder(1)	Ich hätte gern eine Schachtel Streichhölzer.	I would like a box of matches.	12757
B1	streiken, streikt, streikte, hat gestreikt(1)	Die Arbeiter streiken für höhere Löhne.	The workers are on strike for higher wages.	16869
B1	der Streik, -s(1)	Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.	There was a strike at the airport. That’s why our flight was delayed.	9563
B1	der Streit(1)	Ich möchte keinen Streit mit den Nachbarn.	I don’t want any conflict with the neighbors.	1819
B1	der Strom(1)	Wie kann ich im Haushalt Strom sparen?	How can I save electricity at home?	2576
B1	der Strumpf, ¨-e(1)	Wo sind meine roten Strümpfe?	Where are my red stockings?	27778
B1	das Stück/-stück, -e(1)	Ich nehme zwei Stück Zucker in den Kaffee.	I take two pieces of sugar in my coffee.	10000000
B1	das Stück/-stück, -e(2)	Möchten Sie noch ein Stück Kuchen?	Would you like another piece of cake?	10000000
B1	das Stück/-stück, -e(3)	Was kosten die Kulis? – Ein Euro pro Stück.	How much are the pens? – One euro each.	10000000
B1	das Stück/-stück, -e(4)	Ich begleite dich ein Stück.	I’ll walk with you for a while.	10000000
B1	das Stück/-stück, -e(5)	Er spielt in dem Stück die Hauptrolle.	He plays the lead role in the play.	10000000
B1	die Studie, -n(1)	Wir führen eine Studie über Arbeitslosigkeit durch.	We are conducting a study on unemployment.	6865
B1	die Studie, -n(2)	Eine aktuelle Studie zeigt, dass die Umweltverschmutzung zunimmt.	A current study shows that environmental pollution is increasing.	6865
B1	die Studentin, -nen(1)	Schüler und Studenten zahlen die Hälfte.	Students and pupils pay half.	9050
B1	der Studierende, -n(1)	Zehn Studierende besuchen das Seminar.	Ten students are attending the seminar.	10000000
B1	die Studierende, -n(1)	Zehn Studierende besuchen das Seminar.	Ten students are attending the seminar.	10000000
B1	das Studio, -s(1)	Zu Gast im Studio sind heute ...	Today’s guests in the studio are ...	3590
B1	die Stufe, -n(1)	Vorsicht, Stufe!	Watch out, step!	4796
B1	die Stufe, -n(2)	Die Volkshochschule bietet Sprachkurse auf verschiedenen Stufen an.	The adult education center offers language courses at various levels.	4796
B1	stumm(1)	Stell bitte dein Handy leise oder auf stumm.	Please put your phone on silent or mute.	7951
B1	der Sturm, ¨-e(1)	Im Radio haben sie Regen und Sturm angesagt.	The radio forecasted rain and storm.	2632
B1	stürzen, stürzt, stürzte, ist gestürzt(1)	Ich bin auf der Straße gestürzt und habe mir den Fuß gebrochen.	I fell on the street and broke my foot.	4341
B1	stürzen, stürzt, stürzte, ist gestürzt(2)	Bitte pass auf der Treppe auf, dass du nicht hinunterstürzt!	Please be careful on the stairs so you don’t fall down!	4341
B1	die Sucht, ¨-e(1)	Die Sucht nach Medikamenten nimmt zu.	Addiction to medication is increasing.	1089
B1	die Sucht, ¨-e(2)	Er kämpft gegen seine Alkoholsucht.	He is fighting against his alcohol addiction.	1089
B1	die Sucht, ¨-e(3)	Das Internet kann zur Sucht werden.	The internet can become an addiction.	1089
B1	süchtig(1)	Ich bin süchtig nach Schokolade.	I am addicted to chocolate.	8038
B1	süchtig(2)	Fernsehen kann süchtig machen.	Watching TV can be addictive.	8038
B1	das Suchtmittel, - (1)	Manche Medikamente sind auch Suchtmittel.	Some medications are also addictive substances.	10000000
B1	die Summe, -n(1)	Die Summe scheint mir zu hoch!	The total seems too high!	4575
B1	das Symbol, -e(1)	Das Herz ist ein Symbol für die Liebe.	The heart is a symbol of love.	4457
B1	das Symbol, -e(2)	Auf dem Bildschirm finden Sie viele Symbole.	You will find many symbols on the screen.	4457
B1	das System, -e(1)	Welches Betriebssystem hast du?	What operating system do you have?	1722
B1	das System, -e(2)	Ich kenne Ihr System nicht. Können Sie es mir erklären?	I don’t know your system. Can you explain it to me?	1722
B1	die Szene, -n(1)	In dieser Szene des Films stirbt der	In this scene of the film, the...	1992
B1	die Tabelle, -n(1)	Tragen Sie die richtige Information in die Tabelle ein.	Please enter the correct information in the table.	31920
B1	der Tagesablauf, ¨-e(1)	Wie ist Ihr Tagesablauf?	What is your daily routine?	34299
B1	das Tal, ¨-er(1)	Unser Dorf liegt in einem Tal.	Our village is located in a valley.	4355
B1	das Talent, -e(1)	Sie hat großes Talent für Musik.	She has great talent for music.	2587
B1	tanken, tankt, tankte, hat getankt(1)	Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr.	We definitely need to refuel. We’re almost out of gas.	11145
B1	tanken, tankt, tankte, hat getankt(2)	Bitte einmal volltanken!	Please fill it up!	11145
B1	die Tankstelle, -n(1)	Wo ist die nächste Tankstelle?	Where is the nearest gas station?	5951
B1	die Tante, -n(1)	Die Familie meiner Mutter ist sehr groß, daher habe ich viele Tanten.	My mother’s family is very large, so I have many aunts.	1163
B1	der Tanz, ¨-e(1)	Diese modernen Tänze kann ich nicht.	I cannot do these modern dances.	2309
B1	das Taschentuch, ¨-er(1)	Hast du ein Taschentuch für mich?	Do you have a tissue for me?	8318
B1	die Tastatur, -en(1)	Die Tastatur an meinem Computer ist ganz neu.	The keyboard on my computer is brand new.	19144
B1	die Taste, -n(1)	An der Fernbedienung ist eine Taste kaputt.	A button on the remote control is broken.	16495
B1	die Taste, -n(2)	Du musst jetzt die Stopp-Taste drücken.	You need to press the stop button now.	16495
B1	die Tat, -en(1)	Dieser Mensch hat mit vielen guten Taten geholfen.	This person has helped with many good deeds.	680
B1	der Täter, -(1)	Die Polizei hat den Täter endlich gefasst.	The police have finally caught the perpetrator.	2598
